OfferID,Airline,Flight,From,Departure,To,Arrival,Duration,Price,DepartureDate,SearchDate
1,UA,1743,IAH,2025-11-15T16:30:00,LAX,2025-11-15T18:10:00,PT3H40M,77.54,2025-11-15,2025-10-07
2,UA,2460,IAH,2025-11-15T12:00:00,LAX,2025-11-15T13:45:00,PT3H45M,77.54,2025-11-15,2025-10-07
3,UA,1945,IAH,2025-11-15T14:30:00,LAX,2025-11-15T16:15:00,PT3H45M,77.54,2025-11-15,2025-10-07
4,UA,2095,IAH,2025-11-15T19:50:00,LAX,2025-11-15T21:36:00,PT3H46M,77.54,2025-11-15,2025-10-07
5,UA,434,IAH,2025-11-15T21:35:00,LAX,2025-11-15T23:21:00,PT3H46M,77.54,2025-11-15,2025-10-07
1,UA,1851,IAH,2025-11-16T22:00:00,LAX,2025-11-16T23:24:00,PT3H24M,77.54,2025-11-16,2025-10-07
2,UA,2431,IAH,2025-11-16T05:42:00,LAX,2025-11-16T07:30:00,PT3H48M,77.54,2025-11-16,2025-10-07
3,AS,1421,IAH,2025-11-16T17:54:00,PDX,2025-11-16T20:49:00,PT8H5M,92.26,2025-11-16,2025-10-07
3,AS,1291,PDX,2025-11-16T21:30:00,LAX,2025-11-16T23:59:00,PT8H5M,92.26,2025-11-16,2025-10-07
4,UA,2600,IAH,2025-11-16T07:35:00,LAX,2025-11-16T09:27:00,PT3H52M,116.24,2025-11-16,2025-10-07
5,UA,469,IAH,2025-11-16T09:40:00,LAX,2025-11-16T11:25:00,PT3H45M,158.17,2025-11-16,2025-10-07
1,UA,2095,IAH,2025-11-17T19:50:00,LAX,2025-11-17T21:36:00,PT3H46M,77.54,2025-11-17,2025-10-07
2,AS,1421,IAH,2025-11-17T17:54:00,PDX,2025-11-17T20:49:00,PT8H5M,92.26,2025-11-17,2025-10-07
2,AS,1291,PDX,2025-11-17T21:30:00,LAX,2025-11-17T23:59:00,PT8H5M,92.26,2025-11-17,2025-10-07
3,AS,453,IAH,2025-11-17T07:35:00,SEA,2025-11-17T10:15:00,PT9H5M,92.26,2025-11-17,2025-10-07
3,AS,1144,SEA,2025-11-17T11:55:00,LAX,2025-11-17T14:40:00,PT9H5M,92.26,2025-11-17,2025-10-07
4,AS,453,IAH,2025-11-17T07:35:00,SEA,2025-11-17T10:15:00,PT9H57M,92.26,2025-11-17,2025-10-07
4,AS,1220,SEA,2025-11-17T12:50:00,LAX,2025-11-17T15:32:00,PT9H57M,92.26,2025-11-17,2025-10-07
5,AS,453,IAH,2025-11-17T07:35:00,SEA,2025-11-17T10:15:00,PT9H37M,99.79,2025-11-17,2025-10-07
5,AS,1118,SEA,2025-11-17T12:40:00,ONT,2025-11-17T15:12:00,PT9H37M,99.79,2025-11-17,2025-10-07
1,UA,1743,IAH,2025-11-18T16:30:00,LAX,2025-11-18T18:10:00,PT3H40M,77.54,2025-11-18,2025-10-07
