OfferID,Airline,Flight,From,Departure,To,Arrival,Duration,Price,DepartureDate,SearchDate
1,UA,1743,IAH,2025-11-15T16:30:00,LAX,2025-11-15T18:10:00,PT3H40M,86.25,2025-11-15,2025-10-21
2,UA,2460,IAH,2025-11-15T12:00:00,LAX,2025-11-15T13:45:00,PT3H45M,86.25,2025-11-15,2025-10-21
3,UA,1945,IAH,2025-11-15T14:30:00,LAX,2025-11-15T16:15:00,PT3H45M,86.25,2025-11-15,2025-10-21
4,UA,434,IAH,2025-11-15T21:35:00,LAX,2025-11-15T23:21:00,PT3H46M,86.25,2025-11-15,2025-10-21
5,UA,2431,IAH,2025-11-15T05:42:00,LAX,2025-11-15T07:30:00,PT3H48M,86.25,2025-11-15,2025-10-21
1,UA,1851,IAH,2025-11-16T22:00:00,LAX,2025-11-16T23:24:00,PT3H24M,86.25,2025-11-16,2025-10-21
2,UA,2431,IAH,2025-11-16T05:42:00,LAX,2025-11-16T07:30:00,PT3H48M,86.25,2025-11-16,2025-10-21
3,UA,2600,IAH,2025-11-16T07:35:00,LAX,2025-11-16T09:27:00,PT3H52M,159.35,2025-11-16,2025-10-21
4,AS,453,IAH,2025-11-16T07:35:00,SEA,2025-11-16T10:15:00,PT9H37M,190.27,2025-11-16,2025-10-21
4,AS,1118,SEA,2025-11-16T12:40:00,ONT,2025-11-16T15:12:00,PT9H37M,190.27,2025-11-16,2025-10-21
5,AS,453,IAH,2025-11-16T07:35:00,SEA,2025-11-16T10:15:00,PT12H42M,204.75,2025-11-16,2025-10-21
5,AS,1086,SEA,2025-11-16T15:45:00,ONT,2025-11-16T18:17:00,PT12H42M,204.75,2025-11-16,2025-10-21
1,AS,453,IAH,2025-11-17T07:35:00,SEA,2025-11-17T10:15:00,PT9H37M,108.57,2025-11-17,2025-10-21
1,AS,1118,SEA,2025-11-17T12:40:00,ONT,2025-11-17T15:12:00,PT9H37M,108.57,2025-11-17,2025-10-21
2,UA,1945,IAH,2025-11-17T14:30:00,LAX,2025-11-17T16:15:00,PT3H45M,159.35,2025-11-17,2025-10-21
3,UA,2095,IAH,2025-11-17T19:50:00,LAX,2025-11-17T21:36:00,PT3H46M,159.35,2025-11-17,2025-10-21
4,UA,2460,IAH,2025-11-17T12:00:00,LAX,2025-11-17T13:45:00,PT3H45M,196.98,2025-11-17,2025-10-21
5,AS,1421,IAH,2025-11-17T17:54:00,PDX,2025-11-17T20:49:00,PT16H31M,203.68,2025-11-17,2025-10-21
5,AS,1165,PDX,2025-11-18T06:00:00,LAX,2025-11-18T08:25:00,PT16H31M,203.68,2025-11-17,2025-10-21
1,UA,1743,IAH,2025-11-18T16:30:00,LAX,2025-11-18T18:10:00,PT3H40M,86.25,2025-11-18,2025-10-21
2,UA,469,IAH,2025-11-18T09:40:00,LAX,2025-11-18T11:25:00,PT3H45M,86.25,2025-11-18,2025-10-21
3,UA,1945,IAH,2025-11-18T14:30:00,LAX,2025-11-18T16:15:00,PT3H45M,86.25,2025-11-18,2025-10-21
4,UA,2431,IAH,2025-11-18T05:42:00,LAX,2025-11-18T07:30:00,PT3H48M,86.25,2025-11-18,2025-10-21
5,UA,2460,IAH,2025-11-18T12:00:00,LAX,2025-11-18T13:45:00,PT3H45M,86.25,2025-11-18,2025-10-21
1,UA,1743,IAH,2025-11-19T16:30:00,LAX,2025-11-19T18:10:00,PT3H40M,86.25,2025-11-19,2025-10-21
2,UA,469,IAH,2025-11-19T09:40:00,LAX,2025-11-19T11:25:00,PT3H45M,86.25,2025-11-19,2025-10-21
3,UA,434,IAH,2025-11-19T21:35:00,LAX,2025-11-19T23:21:00,PT3H46M,86.25,2025-11-19,2025-10-21
4,UA,2431,IAH,2025-11-19T05:42:00,LAX,2025-11-19T07:30:00,PT3H48M,86.25,2025-11-19,2025-10-21
5,UA,1945,IAH,2025-11-19T14:30:00,LAX,2025-11-19T16:15:00,PT3H45M,86.25,2025-11-19,2025-10-21
1,AS,453,IAH,2025-11-20T07:35:00,SEA,2025-11-20T10:15:00,PT9H37M,183.82,2025-11-20,2025-10-21
1,AS,1118,SEA,2025-11-20T12:40:00,ONT,2025-11-20T15:12:00,PT9H37M,183.82,2025-11-20,2025-10-21
2,AS,453,IAH,2025-11-20T07:35:00,SEA,2025-11-20T10:15:00,PT12H42M,204.75,2025-11-20,2025-10-21
2,AS,1086,SEA,2025-11-20T15:45:00,ONT,2025-11-20T18:17:00,PT12H42M,204.75,2025-11-20,2025-10-21
3,UA,1563,IAH,2025-11-20T20:00:00,ONT,2025-11-20T21:21:00,PT3H21M,209.88,2025-11-20,2025-10-21
4,AS,1421,IAH,2025-11-20T17:54:00,PDX,2025-11-20T20:49:00,PT16H31M,212.28,2025-11-20,2025-10-21
4,AS,1165,PDX,2025-11-21T06:00:00,LAX,2025-11-21T08:25:00,PT16H31M,212.28,2025-11-20,2025-10-21
5,UA,1851,IAH,2025-11-20T22:00:00,LAX,2025-11-20T23:24:00,PT3H24M,214.18,2025-11-20,2025-10-21
1,AS,453,IAH,2025-11-21T07:35:00,SEA,2025-11-21T10:15:00,PT9H37M,183.82,2025-11-21,2025-10-21
1,AS,1118,SEA,2025-11-21T12:40:00,ONT,2025-11-21T15:12:00,PT9H37M,183.82,2025-11-21,2025-10-21
2,AS,1421,IAH,2025-11-21T17:54:00,PDX,2025-11-21T20:49:00,PT16H31M,203.68,2025-11-21,2025-10-21
2,AS,1165,PDX,2025-11-22T06:00:00,LAX,2025-11-22T08:25:00,PT16H31M,203.68,2025-11-21,2025-10-21
3,UA,1743,IAH,2025-11-21T16:30:00,LAX,2025-11-21T18:10:00,PT3H40M,214.18,2025-11-21,2025-10-21
4,UA,469,IAH,2025-11-21T09:40:00,LAX,2025-11-21T11:25:00,PT3H45M,214.18,2025-11-21,2025-10-21
5,UA,2460,IAH,2025-11-21T12:00:00,LAX,2025-11-21T13:45:00,PT3H45M,214.18,2025-11-21,2025-10-21
1,AS,453,IAH,2025-11-22T07:35:00,SEA,2025-11-22T10:15:00,PT9H37M,147.27,2025-11-22,2025-10-21
